ticket,region,departamento,ciudad,territorialidad,itsm_servicenow,workorder_salesforce,clientes_afectados,tecnologia,cantidad_nodos,cantidad_arpones,cmts,olt,interfaz,cable_padre,cable_hijo,nodo_vip,impacto,urgencia,grupo_whatsapp,descripcion,resumen,tecnico_asignado,avances,adjuntos,existe_en_cacti,fuente_voltaje,fuente_amperaje,flag_en_bateria,nodos_sector_en_bateria,forma_resolucion,restablecio_autonomo,hora_caida,hora_restablecimiento,fuente_monitoreo,correlacion_grafica_monitoreo,delta_correlacion_min,falla_simultanea_nodo_arpon,solucion_aplicada,tiempo_resolucion_min,requiere_notificacion,accion_recomendada
TKT-000051,COSTA,Atlantico,Barranquilla,Periurbano,INC9897434,WO-228297,3304,HFC,8,0,CMTS_COS_25,,GE0/7/7,CP_COS_010,,False,Alto,Alta,GRP_NOC_COSTA,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Barranquilla,TEC_098,Diagnostico inicial registrado,4,True,41.77,0.58,True,5,AUTORRESTABLECIMIENTO,True,2026-05-18 14:04:00,2026-05-18 14:51:00,CACTI,True,0,False,Recuperacion automatica confirmada en grafica de monitoreo,47,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000052,SUR,Narino,Pasto,Rural,INC9940315,WO-352575,4176,GPON,0,9,,OLT_SUR_10,GE0/4/2,CP_SUR_055,,False,Medio,Alta,GRP_NOC_SUR,Perdida de senal en el sector,Perdida de senal en el sector (GPON) en Pasto,TEC_034,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-05 05:12:00,2026-05-05 12:38:00,ZABBIX,False,95,False,Cuadrilla reemplazo conector danado,446,True,DESPACHAR_CUADRILLA
TKT-000053,ANDINA,Caldas,Manizales,Periurbano,INC8614067,WO-625295,396,HFC,4,0,CMTS_AND_05,,GE0/6/30,CP_AND_030,,False,Alto,Baja,GRP_NOC_ANDINA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Manizales,TEC_005,Diagnostico inicial registrado,5,True,54.9,6.31,False,0,CUADRILLA,False,2026-01-11 11:36:00,2026-01-11 19:14:00,CACTI,False,106,False,Empalme de fibra reparado en sitio,458,True,DESPACHAR_CUADRILLA
TKT-000054,BOGOTA,Cundinamarca,Chia,Urbano,INC6823645,WO-462442,1386,GPON,0,6,,OLT_BOG_16,GE0/6/31,CP_BOG_011,,False,Alto,Critica,GRP_NOC_BOGOTA,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Chia,TEC_041,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-15 13:08:00,2026-05-15 19:06:00,ZABBIX,False,86,False,Empalme de fibra reparado en sitio,358,True,DESPACHAR_CUADRILLA
TKT-000055,ORIENTE,Norte de Santander,Cucuta,Urbano,INC3529937,WO-707262,882,HFC,7,0,CMTS_ORI_03,,GE0/2/32,CP_ORI_008,,False,Bajo,Critica,GRP_NOC_ORIENTE,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Cucuta,TEC_109,Diagnostico inicial registrado,5,True,42.29,0.99,True,7,CUADRILLA,False,2026-02-07 21:40:00,2026-02-07 23:39:00,CACTI,False,185,False,Reconfiguracion de la interfaz afectada,119,True,DESPACHAR_CUADRILLA
TKT-000056,ORIENTE,Norte de Santander,Cucuta,Rural,INC2588154,WO-942342,3465,GPON,0,9,,OLT_ORI_17,GE0/4/35,CP_ORI_016,,False,Medio,Critica,GRP_NOC_ORIENTE,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Cucuta,TEC_101,Diagnostico inicial registrado,5,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-13 13:01:00,2026-04-13 17:40:00,ZABBIX,False,116,False,Empalme de fibra reparado en sitio,279,True,DESPACHAR_CUADRILLA
TKT-000057,ANDINA,Valle del Cauca,Cali,Rural,INC3603880,WO-374843,1915,HFC,5,0,CMTS_AND_13,,GE0/5/39,CP_AND_020,CH_081,False,Alto,Baja,GRP_NOC_ANDINA,Caida total del elemento de red,Caida total del elemento de red (HFC) en Cali,TEC_031,Diagnostico inicial registrado,2,True,55.37,8.89,False,0,CUADRILLA,False,2026-02-04 18:06:00,2026-02-04 22:20:00,CACTI,False,220,False,Cambio de tarjeta en el elemento,254,True,DESPACHAR_CUADRILLA
TKT-000058,ANDINA,Antioquia,Medellin,Urbano,INC1237622,WO-480519,620,GPON,0,4,,OLT_AND_25,GE0/4/8,CP_AND_022,CH_002,False,Medio,Media,GRP_NOC_ANDINA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Medellin,TEC_048,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-27 14:06:00,2026-04-27 15:41:00,ZABBIX,True,5,False,Reconfiguracion de la interfaz afectada,95,False,DESPACHAR_CUADRILLA
TKT-000059,SUR,Huila,Neiva,Urbano,INC9994796,WO-128596,400,HFC,8,0,CMTS_SUR_28,,GE0/1/28,CP_SUR_047,CH_095,False,Critico,Alta,GRP_NOC_SUR,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Neiva,TEC_062,Diagnostico inicial registrado,0,True,52.45,8.16,False,0,CUADRILLA,False,2026-03-17 13:14:00,2026-03-17 17:36:00,CACTI,False,214,False,Cuadrilla reemplazo conector danado,262,True,DESPACHAR_CUADRILLA
TKT-000060,COSTA,Cordoba,Monteria,Urbano,INC2295178,WO-612877,516,HFC,3,0,CMTS_COS_14,,GE0/1/20,CP_COS_013,,False,Bajo,Media,GRP_NOC_COSTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Monteria,TEC_105,Diagnostico inicial registrado,5,True,55.15,8.16,False,0,CUADRILLA,False,2026-03-01 07:14:00,2026-03-01 13:24:00,CACTI,False,31,False,Cuadrilla reemplazo conector danado,370,False,DESPACHAR_CUADRILLA
TKT-000061,ANDINA,Risaralda,Pereira,Rural,INC5910371,WO-764017,505,HFC,5,0,CMTS_AND_02,,GE0/1/0,CP_AND_006,,False,Alto,Baja,GRP_NOC_ANDINA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Pereira,TEC_070,Diagnostico inicial registrado,1,True,44.57,2.56,True,4,AUTORRESTABLECIMIENTO,True,2026-05-10 06:49:00,2026-05-10 07:43:00,CACTI,True,0,False,Servicio restablecido al normalizarse la energia comercial del sector,54,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000062,ORIENTE,Norte de Santander,Cucuta,Rural,INC2652739,WO-887574,2072,HFC,7,0,CMTS_ORI_09,,GE0/2/19,CP_ORI_013,CH_130,False,Bajo,Baja,GRP_NOC_ORIENTE,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Cucuta,TEC_114,Diagnostico inicial registrado,5,True,40.6,0.94,True,8,AUTORRESTABLECIMIENTO,True,2026-03-01 16:59:00,2026-03-01 18:17:00,CACTI,True,0,False,Falla externa de energia; elemento volvio solo sin intervencion,78,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000063,COSTA,Magdalena,Santa Marta,Rural,INC3327149,WO-782118,579,GPON,0,3,,OLT_COS_28,GE0/2/12,CP_COS_044,,False,Alto,Alta,GRP_NOC_COSTA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Santa Marta,TEC_013,Diagnostico inicial registrado,4,False,0.0,0.0,False,0,CUADRILLA,False,2026-01-04 12:02:00,2026-01-04 19:31:00,ZABBIX,False,122,False,Empalme de fibra reparado en sitio,449,True,DESPACHAR_CUADRILLA
TKT-000064,ORIENTE,Santander,Bucaramanga,Periurbano,INC5271978,WO-153537,1244,HFC,4,0,CMTS_ORI_04,,GE0/4/7,CP_ORI_019,,False,Critico,Critica,GRP_NOC_ORIENTE,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Bucaramanga,TEC_041,Diagnostico inicial registrado,1,True,52.26,4.01,False,0,CUADRILLA,False,2026-04-07 18:10:00,2026-04-08 01:00:00,CACTI,False,190,False,Empalme de fibra reparado en sitio,410,True,DESPACHAR_CUADRILLA
TKT-000065,COSTA,Bolivar,Cartagena,Periurbano,INC7294780,WO-189847,3228,HFC,6,0,CMTS_COS_26,,GE0/0/19,CP_COS_013,CH_104,False,Alto,Critica,GRP_NOC_COSTA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Cartagena,TEC_090,Diagnostico inicial registrado,0,True,46.02,1.3,True,3,AUTORRESTABLECIMIENTO,True,2026-02-23 08:15:00,2026-02-23 09:39:00,CACTI,True,4,False,Falla externa de energia; elemento volvio solo sin intervencion,84,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000066,BOGOTA,Cundinamarca,Soacha,Rural,INC3608035,WO-973795,2200,GPON,0,2,,OLT_BOG_28,GE0/6/4,CP_BOG_049,,False,Alto,Critica,GRP_NOC_BOGOTA,Caida total del elemento de red,Caida total del elemento de red (GPON) en Soacha,TEC_114,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,TECNICO_URGENTE,False,2026-02-18 11:56:00,2026-02-18 13:16:00,ZABBIX,False,33,True,Despliegue urgente: afectacion simultanea HFC y GPON,80,True,TECNICO_URGENTE
TKT-000067,ANDINA,Valle del Cauca,Cali,Periurbano,INC6111407,WO-445323,995,HFC,5,0,CMTS_AND_19,,GE0/2/10,CP_AND_012,CH_159,False,Critico,Media,GRP_NOC_ANDINA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Cali,TEC_055,Diagnostico inicial registrado,1,True,53.43,6.04,False,0,CUADRILLA,False,2026-02-26 22:48:00,2026-02-27 06:18:00,CACTI,False,210,False,Cambio de tarjeta en el elemento,450,True,DESPACHAR_CUADRILLA
TKT-000068,ANDINA,Caldas,Manizales,Rural,INC9509678,WO-862465,595,HFC,1,0,CMTS_AND_11,,GE0/4/4,CP_AND_019,,False,Bajo,Alta,GRP_NOC_ANDINA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Manizales,TEC_047,Diagnostico inicial registrado,0,True,52.86,6.81,False,0,CUADRILLA,False,2026-03-20 19:58:00,2026-03-21 03:26:00,CACTI,False,56,False,Reconfiguracion de la interfaz afectada,448,True,DESPACHAR_CUADRILLA
TKT-000069,SUR,Narino,Pasto,Urbano,INC5469313,WO-293372,11898,HFC,8,0,CMTS_SUR_20,,GE0/7/27,CP_SUR_005,,False,Critico,Alta,GRP_NOC_SUR,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Pasto,TEC_064,Diagnostico inicial registrado,1,False,53.99,6.33,False,0,TECNICO_URGENTE,False,2026-05-21 07:52:00,2026-05-21 12:22:00,CACTI,False,25,True,Despliegue urgente: afectacion simultanea HFC y GPON,270,True,TECNICO_URGENTE
TKT-000070,BOGOTA,Cundinamarca,Chia,Urbano,INC7354915,WO-373416,2232,HFC,8,0,CMTS_BOG_18,,GE0/7/42,CP_BOG_035,CH_075,True,Alto,Critica,GRP_NOC_BOGOTA,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Chia,TEC_087,Diagnostico inicial registrado,5,True,53.93,6.82,False,0,CUADRILLA,False,2026-03-05 22:22:00,2026-03-06 00:02:00,CACTI,False,220,False,Reconfiguracion de la interfaz afectada,100,True,DESPACHAR_CUADRILLA
TKT-000071,ORIENTE,Norte de Santander,Cucuta,Rural,INC9525877,WO-278873,912,GPON,0,6,,OLT_ORI_17,GE0/1/30,CP_ORI_040,CH_158,False,Medio,Media,GRP_NOC_ORIENTE,Perdida de senal en el sector,Perdida de senal en el sector (GPON) en Cucuta,TEC_049,Diagnostico inicial registrado,1,False,0.0,0.0,False,0,CUADRILLA,False,2026-05-20 05:26:00,2026-05-20 07:11:00,ZABBIX,True,4,False,Reconfiguracion de la interfaz afectada,105,False,DESPACHAR_CUADRILLA
TKT-000072,ORIENTE,Boyaca,Tunja,Periurbano,INC7855995,WO-853727,370,HFC,5,0,CMTS_ORI_19,,GE0/7/41,CP_ORI_053,CH_127,False,Medio,Media,GRP_NOC_ORIENTE,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Tunja,TEC_109,Diagnostico inicial registrado,0,True,52.14,6.67,False,0,CUADRILLA,False,2026-01-07 04:42:00,2026-01-07 09:24:00,CACTI,False,165,False,Cuadrilla reemplazo conector danado,282,False,DESPACHAR_CUADRILLA
TKT-000073,SUR,Tolima,Ibague,Periurbano,INC6571995,WO-857938,1012,HFC,2,0,CMTS_SUR_03,,GE0/7/41,CP_SUR_034,CH_158,False,Critico,Alta,GRP_NOC_SUR,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Ibague,TEC_044,Diagnostico inicial registrado,5,True,46.78,1.28,True,3,AUTORRESTABLECIMIENTO,True,2026-05-25 04:05:00,2026-05-25 05:08:00,CACTI,True,1,False,Recuperacion automatica confirmada en grafica de monitoreo,63,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000074,BOGOTA,Cundinamarca,Bogota,Rural,INC1780854,WO-131658,2805,HFC,5,0,CMTS_BOG_28,,GE0/7/10,CP_BOG_058,,False,Critico,Baja,GRP_NOC_BOGOTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Bogota,TEC_038,Diagnostico inicial registrado,0,True,53.83,5.93,False,0,CUADRILLA,False,2026-01-14 17:04:00,2026-01-14 21:56:00,CACTI,False,45,False,Empalme de fibra reparado en sitio,292,True,DESPACHAR_CUADRILLA
TKT-000075,SUR,Tolima,Ibague,Periurbano,INC6623841,WO-953957,778,HFC,2,0,CMTS_SUR_20,,GE0/7/41,CP_SUR_058,CH_113,False,Bajo,Critica,GRP_NOC_SUR,Caida total del elemento de red,Caida total del elemento de red (HFC) en Ibague,TEC_016,Diagnostico inicial registrado,2,True,40.44,0.99,True,2,CUADRILLA,False,2026-03-22 15:37:00,2026-03-22 22:08:00,CACTI,False,77,False,Empalme de fibra reparado en sitio,391,True,DESPACHAR_CUADRILLA
TKT-000076,ANDINA,Caldas,Manizales,Periurbano,INC7867167,WO-269113,852,GPON,0,6,,OLT_AND_25,GE0/3/15,CP_AND_046,,False,Bajo,Critica,GRP_NOC_ANDINA,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (GPON) en Manizales,TEC_098,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-11 03:26:00,2026-04-11 10:02:00,ZABBIX,True,1,False,Cambio de tarjeta en el elemento,396,True,DESPACHAR_CUADRILLA
TKT-000077,ORIENTE,Norte de Santander,Cucuta,Periurbano,INC1542977,WO-820979,1025,HFC,5,0,CMTS_ORI_28,,GE0/3/13,CP_ORI_059,CH_103,False,Medio,Critica,GRP_NOC_ORIENTE,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Cucuta,TEC_098,Diagnostico inicial registrado,4,True,52.27,6.96,False,0,CUADRILLA,False,2026-04-02 01:35:00,2026-04-02 09:26:00,CACTI,False,125,False,Cambio de tarjeta en el elemento,471,True,DESPACHAR_CUADRILLA
TKT-000078,SUR,Huila,Neiva,Rural,INC2939456,WO-638170,957,GPON,0,3,,OLT_SUR_25,GE0/6/30,CP_SUR_018,,False,Bajo,Alta,GRP_NOC_SUR,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Neiva,TEC_089,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-31 10:37:00,2026-03-31 17:15:00,ZABBIX,False,96,False,Cuadrilla reemplazo conector danado,398,True,DESPACHAR_CUADRILLA
TKT-000079,ANDINA,Antioquia,Medellin,Urbano,INC7761501,WO-421914,878,GPON,0,2,,OLT_AND_22,GE0/1/42,CP_AND_044,CH_055,False,Critico,Baja,GRP_NOC_ANDINA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Medellin,TEC_094,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-13 07:31:00,2026-02-13 09:38:00,ZABBIX,False,106,False,Reconfiguracion de la interfaz afectada,127,True,DESPACHAR_CUADRILLA
TKT-000080,COSTA,Bolivar,Cartagena,Rural,INC4528539,WO-747149,531,HFC,3,0,CMTS_COS_12,,GE0/1/33,CP_COS_033,,False,Bajo,Baja,GRP_NOC_COSTA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Cartagena,TEC_029,Diagnostico inicial registrado,5,True,43.37,2.46,True,4,AUTORRESTABLECIMIENTO,True,2026-03-07 19:16:00,2026-03-07 19:45:00,CACTI,True,5,False,Recuperacion automatica confirmada en grafica de monitoreo,29,False,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000081,COSTA,Bolivar,Cartagena,Rural,INC7841960,WO-173038,485,HFC,1,0,CMTS_COS_13,,GE0/5/14,CP_COS_051,CH_074,False,Critico,Alta,GRP_NOC_COSTA,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Cartagena,TEC_085,Diagnostico inicial registrado,0,True,55.72,6.49,False,0,CUADRILLA,False,2026-05-30 11:36:00,2026-05-30 15:32:00,CACTI,False,157,False,Empalme de fibra reparado en sitio,236,True,DESPACHAR_CUADRILLA
TKT-000082,ORIENTE,Norte de Santander,Cucuta,Periurbano,INC6456693,WO-666032,2305,GPON,0,5,,OLT_ORI_23,GE0/4/30,CP_ORI_050,CH_142,False,Bajo,Media,GRP_NOC_ORIENTE,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Cucuta,TEC_112,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-11 20:07:00,2026-04-12 03:19:00,ZABBIX,False,69,False,Empalme de fibra reparado en sitio,432,True,DESPACHAR_CUADRILLA
TKT-000083,SUR,Cauca,Popayan,Periurbano,INC8330264,WO-478241,428,HFC,2,0,CMTS_SUR_05,,GE0/1/9,CP_SUR_045,,False,Critico,Baja,GRP_NOC_SUR,Alta tasa de errores en la interfaz,Alta tasa de errores en la interfaz (HFC) en Popayan,TEC_028,Diagnostico inicial registrado,5,False,55.34,7.41,False,0,CUADRILLA,False,2026-02-03 19:58:00,2026-02-03 22:38:00,CACTI,False,32,False,Empalme de fibra reparado en sitio,160,True,DESPACHAR_CUADRILLA
TKT-000084,ORIENTE,Santander,Bucaramanga,Rural,INC7723681,WO-240611,10536,HFC,8,0,CMTS_ORI_13,,GE0/5/12,CP_ORI_046,,False,Critico,Critica,GRP_NOC_ORIENTE,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Bucaramanga,TEC_045,Diagnostico inicial registrado,1,True,55.34,5.07,False,0,TECNICO_URGENTE,False,2026-02-24 23:52:00,2026-02-25 01:01:00,CACTI,False,190,True,Tecnico urgente por caida masiva de NODOS y ARPONES,69,True,TECNICO_URGENTE
TKT-000085,ORIENTE,Norte de Santander,Cucuta,Rural,INC5174452,WO-314185,870,HFC,6,0,CMTS_ORI_25,,GE0/4/30,CP_ORI_044,,False,Bajo,Baja,GRP_NOC_ORIENTE,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Cucuta,TEC_035,Diagnostico inicial registrado,1,False,53.61,8.62,False,0,CUADRILLA,False,2026-01-14 18:58:00,2026-01-14 20:25:00,CACTI,False,171,False,Reconfiguracion de la interfaz afectada,87,False,DESPACHAR_CUADRILLA
TKT-000086,ORIENTE,Boyaca,Tunja,Rural,INC8658973,WO-323345,1330,HFC,5,0,CMTS_ORI_08,,GE0/0/12,CP_ORI_017,,False,Bajo,Baja,GRP_NOC_ORIENTE,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Tunja,TEC_101,Diagnostico inicial registrado,0,True,52.9,8.23,False,0,CUADRILLA,False,2026-01-13 03:47:00,2026-01-13 09:10:00,CACTI,True,1,False,Cuadrilla reemplazo conector danado,323,False,DESPACHAR_CUADRILLA
TKT-000087,SUR,Tolima,Ibague,Periurbano,INC3145046,WO-377810,282,HFC,1,0,CMTS_SUR_18,,GE0/4/36,CP_SUR_036,,False,Alto,Media,GRP_NOC_SUR,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Ibague,TEC_060,Diagnostico inicial registrado,4,True,54.91,6.21,False,0,CUADRILLA,False,2026-05-28 17:02:00,2026-05-28 23:43:00,CACTI,False,48,False,Cambio de tarjeta en el elemento,401,True,DESPACHAR_CUADRILLA
TKT-000088,SUR,Huila,Neiva,Rural,INC6744011,WO-693363,3180,GPON,0,12,,OLT_SUR_27,GE0/6/11,CP_SUR_046,,False,Bajo,Critica,GRP_NOC_SUR,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Neiva,TEC_057,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-10 23:00:00,2026-03-11 04:58:00,ZABBIX,False,182,False,Reconfiguracion de la interfaz afectada,358,True,DESPACHAR_CUADRILLA
TKT-000089,ANDINA,Antioquia,Medellin,Rural,INC6448888,WO-546044,2530,HFC,5,0,CMTS_AND_26,,GE0/0/13,CP_AND_031,CH_157,True,Medio,Alta,GRP_NOC_ANDINA,Degradacion de potencia optica,Degradacion de potencia optica (HFC) en Medellin,TEC_057,Diagnostico inicial registrado,0,True,55.53,5.51,False,0,CUADRILLA,False,2026-04-01 07:39:00,2026-04-01 15:10:00,CACTI,False,71,False,Reconfiguracion de la interfaz afectada,451,True,DESPACHAR_CUADRILLA
TKT-000090,SUR,Tolima,Ibague,Periurbano,INC4983061,WO-739014,64,HFC,1,0,CMTS_SUR_13,,GE0/7/41,CP_SUR_004,,False,Bajo,Media,GRP_NOC_SUR,Intermitencia en el servicio,Intermitencia en el servicio (HFC) en Ibague,TEC_013,Diagnostico inicial registrado,3,True,55.47,7.73,False,0,CUADRILLA,False,2026-03-21 09:46:00,2026-03-21 16:18:00,CACTI,False,140,False,Reconfiguracion de la interfaz afectada,392,False,DESPACHAR_CUADRILLA
TKT-000091,ORIENTE,Santander,Bucaramanga,Urbano,INC2686592,WO-208099,664,HFC,4,0,CMTS_ORI_02,,GE0/5/14,CP_ORI_012,,False,Medio,Media,GRP_NOC_ORIENTE,Perdida de senal en el sector,Perdida de senal en el sector (HFC) en Bucaramanga,TEC_046,Diagnostico inicial registrado,0,False,53.4,6.89,False,0,CUADRILLA,False,2026-05-16 16:55:00,2026-05-16 23:39:00,CACTI,False,57,False,Cuadrilla reemplazo conector danado,404,False,DESPACHAR_CUADRILLA
TKT-000092,COSTA,Atlantico,Barranquilla,Periurbano,INC8032756,WO-334633,286,GPON,0,2,,OLT_COS_22,GE0/4/4,CP_COS_046,,False,Medio,Baja,GRP_NOC_COSTA,Intermitencia en el servicio,Intermitencia en el servicio (GPON) en Barranquilla,TEC_051,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-04-17 09:26:00,2026-04-17 15:17:00,ZABBIX,False,226,False,Reconfiguracion de la interfaz afectada,351,False,DESPACHAR_CUADRILLA
TKT-000093,ANDINA,Valle del Cauca,Cali,Urbano,INC6611916,WO-932266,2058,HFC,7,0,CMTS_AND_28,,GE0/5/31,CP_AND_051,CH_176,False,Medio,Alta,GRP_NOC_ANDINA,Caida total del elemento de red,Caida total del elemento de red (HFC) en Cali,TEC_017,Diagnostico inicial registrado,1,True,52.87,7.44,False,0,CUADRILLA,False,2026-05-28 13:14:00,2026-05-28 16:05:00,CACTI,False,188,False,Cambio de tarjeta en el elemento,171,True,DESPACHAR_CUADRILLA
TKT-000094,ORIENTE,Boyaca,Tunja,Rural,INC9630852,WO-575791,3920,HFC,7,0,CMTS_ORI_13,,GE0/0/19,CP_ORI_026,CH_018,False,Medio,Alta,GRP_NOC_ORIENTE,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Tunja,TEC_077,Diagnostico inicial registrado,3,True,54.97,5.19,False,0,CUADRILLA,False,2026-04-25 23:28:00,2026-04-26 04:08:00,CACTI,False,28,False,Cuadrilla reemplazo conector danado,280,True,DESPACHAR_CUADRILLA
TKT-000095,COSTA,Bolivar,Cartagena,Periurbano,INC2388547,WO-195002,840,HFC,5,0,CMTS_COS_15,,GE0/7/16,CP_COS_030,CH_193,False,Alto,Baja,GRP_NOC_COSTA,Caida total del elemento de red,Caida total del elemento de red (HFC) en Cartagena,TEC_112,Diagnostico inicial registrado,5,True,52.72,5.08,False,0,CUADRILLA,False,2026-04-07 10:21:00,2026-04-07 16:40:00,CACTI,True,7,False,Cuadrilla reemplazo conector danado,379,True,DESPACHAR_CUADRILLA
TKT-000096,COSTA,Bolivar,Cartagena,Rural,INC6242002,WO-775718,1700,GPON,0,4,,OLT_COS_12,GE0/2/36,CP_COS_010,,False,Medio,Media,GRP_NOC_COSTA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Cartagena,TEC_119,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-23 23:48:00,2026-02-24 02:10:00,ZABBIX,False,70,False,Reconfiguracion de la interfaz afectada,142,False,DESPACHAR_CUADRILLA
TKT-000097,COSTA,Magdalena,Santa Marta,Urbano,INC3887650,WO-673207,5202,GPON,0,9,,OLT_COS_25,GE0/3/44,CP_COS_020,,False,Alto,Critica,GRP_NOC_COSTA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Santa Marta,TEC_066,Diagnostico inicial registrado,0,False,0.0,0.0,False,0,CUADRILLA,False,2026-02-06 23:26:00,2026-02-07 07:19:00,ZABBIX,False,64,False,Cambio de tarjeta en el elemento,473,True,DESPACHAR_CUADRILLA
TKT-000098,COSTA,Magdalena,Santa Marta,Urbano,INC2008097,WO-259301,305,GPON,0,5,,OLT_COS_12,GE0/5/35,CP_COS_048,CH_067,False,Critico,Baja,GRP_NOC_COSTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (GPON) en Santa Marta,TEC_031,Diagnostico inicial registrado,3,False,0.0,0.0,False,0,CUADRILLA,False,2026-03-08 01:13:00,2026-03-08 02:43:00,ZABBIX,False,236,False,Reconfiguracion de la interfaz afectada,90,True,DESPACHAR_CUADRILLA
TKT-000099,ANDINA,Risaralda,Pereira,Periurbano,INC2350356,WO-907636,235,HFC,1,0,CMTS_AND_27,,GE0/4/38,CP_AND_002,,False,Alto,Critica,GRP_NOC_ANDINA,Caida total del elemento de red,Caida total del elemento de red (HFC) en Pereira,TEC_025,Diagnostico inicial registrado,4,True,44.25,1.61,True,3,AUTORRESTABLECIMIENTO,True,2026-04-05 21:07:00,2026-04-05 21:17:00,CACTI,True,3,False,Falla externa de energia; elemento volvio solo sin intervencion,10,True,ESPERAR_AUTORRESTABLECIMIENTO
TKT-000100,COSTA,Magdalena,Santa Marta,Periurbano,INC1412600,WO-192517,11590,GPON,0,11,,OLT_COS_15,GE0/4/14,CP_COS_055,CH_095,False,Critico,Critica,GRP_NOC_COSTA,Degradacion de potencia optica,Degradacion de potencia optica (GPON) en Santa Marta,TEC_103,Diagnostico inicial registrado,2,False,0.0,0.0,False,0,TECNICO_URGENTE,False,2026-04-17 08:01:00,2026-04-17 10:19:00,ZABBIX,False,126,True,Atencion prioritaria por dano grave multielemento,138,True,TECNICO_URGENTE
TKT-000101,BOGOTA,Cundinamarca,Chia,Urbano,INC9736390,WO-272287,314,HFC,2,0,CMTS_BOG_26,,GE0/1/27,CP_BOG_027,CH_017,True,Alto,Critica,GRP_NOC_BOGOTA,Sin comunicacion con el elemento,Sin comunicacion con el elemento (HFC) en Chia,TEC_066,Diagnostico inicial registrado,4,True,55.7,5.01,False,0,CUADRILLA,False,2026-02-15 22:31:00,2026-02-16 06:10:00,CACTI,True,1,False,Cuadrilla reemplazo conector danado,459,True,DESPACHAR_CUADRILLA
